Departamento;Municipio;EstadoVictima;AnoHecho;MesOCurrencia;DiaOcurrencia;TipoVehiculoGrupo;TipoServicio;CondicionVictima;ActorVial;UsuarioVia;Zona;ObjetoColision;EsCapital;Rango3horas;Rango6horas;Sexo;RangoEdad;EstadoVia;ActividadVictima;CausaMuerte;ClaseAccidente;CondicionLugar;Hipotesis;DiagnosticoTopografico;Muerte30Dias;TipoRegistro;TotalRegistros
BOGOTA DC;BOGOTA;MUERTOS;2026;02.FEBRERO;7.DOMINGO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;-1;-1;MUJER;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;RIONEGRO;MUERTOS;2024;01.ENERO;2.MARTES;BICICLETA;NO APLICA;CONDUCTOR;USUARIO DE BICICLETA;USUARIO DE BICICLETA;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[75,80);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;SUESCA;MUERTOS;2023;03.MARZO;5.VIERNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;NO;-1;-1;MUJER;[70,75);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;RIONEGRO;MUERTOS;2023;03.MARZO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;-1;-1;HOMBRE;[45,50);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
TOLIMA;LIBANO;MUERTOS;2025;01.ENERO;4.JUEVES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;SIN INFO.;NO;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;SIN INFORMACIÓN;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;BARANOA;MUERTOS;2025;03.MARZO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[15,20);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;ACACIAS;MUERTOS;2022;01.ENERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;-1;-1;HOMBRE;[55,60);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;MADRID;MUERTOS;2024;02.FEBRERO;4.JUEVES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;OBJETO FIJO;NO;03:00 A 05:59;00:00 A 05:59;HOMBRE;[35,40);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;NO MANTENER DISTANCIA DE SEGURIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;TURBACO;MUERTOS;2024;01.ENERO;2.MARTES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;RURAL;MOTOCICLETA;NO;-1;-1;MUJER;[35,40);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;CRUZAR SIN OBSERVAR;TRAUMA DE MIEMBROS;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2025;01.ENERO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE PASAJEROS;SI;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON EL TRABAJO REMUNERADO;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ARAUCA;SARAVENA;MUERTOS;2024;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[60,65);CON HUECOS;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CAÍDA DEL VEHÍCULO A UN PRECIPICIO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;BARRANQUILLA;MUERTOS;2025;03.MARZO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;SIN INFO.;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[15,20);BUENO;SIN INFORMACIÓN;CONTUNDENTE;SIN INFORMACIÓN;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;BARRANCABERMEJA;MUERTOS;2024;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[60,65);BUENO;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CESAR;AGUACHICA;MUERTOS;2021;03.MARZO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;SIN INFO.;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[25,30);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;ATROPELLO;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;MONTERIA;MUERTOS;2021;02.FEBRERO;4.JUEVES;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;SI;-1;-1;MUJER;[35,40);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA ÁREA PÉLVICA;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
TOLIMA;VENADILLO;MUERTOS;2026;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;06:00 A 08:59;06:00 A 11:59;HOMBRE;[30,35);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;GUACARI;MUERTOS;2026;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;NO;09:00 A 11:59;06:00 A 11:59;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;CIUDAD BOLIVAR;MUERTOS;2023;01.ENERO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;NO;06:00 A 08:59;06:00 A 11:59;HOMBRE;[80,85);BUENO;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NORTE SANTANDER;CUCUTA;MUERTOS;2023;03.MARZO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;SI;-1;-1;HOMBRE;[50,55);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NORTE SANTANDER;LA ESPERANZA;MUERTOS;2023;02.FEBRERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[40,45);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;CONTRAVÍA;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;SUTATAUSA;MUERTOS;2023;01.ENERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;BELLO;MUERTOS;2024;01.ENERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[15,20);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;CALI;MUERTOS;2021;02.FEBRERO;1.LUNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[20,25);BUENO;OTRA;CONTUNDENTE;CHOQUE;LLUVIA;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;LA VEGA;MUERTOS;2021;03.MARZO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;NO;-1;-1;HOMBRE;[80,85);BUENO;OTRA;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;BARRANQUILLA;MUERTOS;2021;01.ENERO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;MOTOCICLETA;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[50,55);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;MEDELLIN;MUERTOS;2026;02.FEBRERO;4.JUEVES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;MOTOCICLETA;SI;-1;-1;HOMBRE;[55,60);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE CUELLO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
MAGDALENA;SANTA MARTA;MUERTOS;2023;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;15:00 A 17:59;12:00 A 17:59;HOMBRE;[45,50);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
MAGDALENA;SANTA MARTA;MUERTOS;2024;02.FEBRERO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;TRANSPORTE DE CARGA;SI;00:00 A 02:59;00:00 A 05:59;HOMBRE;[35,40);BUENO;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;AGUA DIOS;MUERTOS;2026;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;OBJETO FIJO;NO;-1;-1;MUJER;[35,40);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;GUAYABETAL;MUERTOS;2022;01.ENERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;15:00 A 17:59;12:00 A 17:59;HOMBRE;[25,30);BUENO;SIN INFORMACIÓN;CONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOYACA;PUERTO BOYACA;MUERTOS;2024;02.FEBRERO;3.MIÉRCOLES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[30,35);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA DE TÓRAX;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
VALLE DEL CAUCA;DAGUA;MUERTOS;2023;02.FEBRERO;1.LUNES;TRANSPORTE INDIVIDUAL;PARTICULAR;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[20,25);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;CAÍDA DEL VEHÍCULO A UN PRECIPICIO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ARAUCA;SARAVENA;MUERTOS;2023;03.MARZO;4.JUEVES;NA;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;URBANA;SIN INFO.;NO;09:00 A 11:59;06:00 A 11:59;HOMBRE;[20,25);-;SIN INFORMACIÓN;CONTUNDENTE;SIN INFORMACIÓN;-;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ARCHIPIELAGO SAN ANDRES, PROVIDENCIA Y SANTA CATALINA;SAN ANDRES;MUERTOS;2023;03.MARZO;6.SÁBADO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;SI;-1;-1;HOMBRE;[20,25);BUENO;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;TURBACO;MUERTOS;2023;01.ENERO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE INDIVIDUAL;NO;-1;-1;HOMBRE;[40,45);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CUNDINAMARCA;SOACHA;MUERTOS;2023;01.ENERO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[50,55);BUENO;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CORDOBA;TIERRALTA;MUERTOS;2023;01.ENERO;2.MARTES;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;09:00 A 11:59;06:00 A 11:59;HOMBRE;[35,40);CON HUECOS;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
CAUCA;SANTANDER QUILICHAO;MUERTOS;2025;02.FEBRERO;5.VIERNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[25,30);BUENO;ACTIVIDADES ILÍCITAS O DELICTIVAS;CONTUNDENTE;ATROPELLO;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2026;01.ENERO;1.LUNES;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;SIN INFO.;SI;-1;-1;HOMBRE;[40,45);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;ATROPELLO;SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;EL CARMEN VIBORAL;MUERTOS;2026;02.FEBRERO;5.VIERNES;MOTOCICLETA;SIN INFORMACIÓN;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;-1;-1;HOMBRE;[50,55);SIN INFORMACIÓN;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;MOGOTES;MUERTOS;2021;03.MARZO;7.DOMINGO;NA;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;RURAL;SIN INFO.;NO;18:00 A 20:59;18:00 A 23:59;HOMBRE;[20,25);0;OTRA;CONTUNDENTE;SIN INFORMACIÓN;0;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;SAN LUIS;MUERTOS;2024;03.MARZO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE DE CARGA;NO;12:00 A 14:59;12:00 A 17:59;HOMBRE;[25,30);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;CONTRAVÍA;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2021;02.FEBRERO;1.LUNES;TRANSPORTE INDIVIDUAL;PÚBLICO;PASAJERO;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;URBANA;TRANSPORTE DE CARGA;SI;-1;-1;HOMBRE;[20,25);CON HUECOS;OTRA;CORTOCONTUNDENTE;CHOQUE;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
SANTANDER;PUENTE NACIONAL;MUERTOS;2022;01.ENERO;6.SÁBADO;TRANSPORTE INDIVIDUAL;PARTICULAR;CONDUCTOR;USUARIO DE VEHÍCULO;USUARIO DE V.INDIVIDUAL;RURAL;NO APLICA;NO;12:00 A 14:59;12:00 A 17:59;HOMBRE;[75,80);BUENO;ACTIVIDADES DE TRABAJO DOMÉSTICO NO PAGADO PARA EL USO DEL PROPIO HOGAR;CONTUNDENTE;VOLCAMIENTO;NORMAL;EXCESO DE VELOCIDAD;TRAUMA DE TÓRAX;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOGOTA DC;BOGOTA;MUERTOS;2021;03.MARZO;7.DOMINGO;MOTOCICLETA;PARTICULAR;PASAJERO;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;SI;-1;-1;HOMBRE;[20,25);CON HUECOS;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CORTOCONTUNDENTE;CAÍDA DEL OCUPANTE;NS / NR Ó SIN INFORMACIÓN;EXCESO DE VELOCIDAD;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
NARINO;BUESACO;MUERTOS;2024;01.ENERO;5.VIERNES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[20,25);SIN INFORMACIÓN;ACTIVIDADES VITALES O RELACIONADAS CON EL CUIDADO PERSONAL;CONTUNDENTE;CHOQUE;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
META;VILLAVICENCIO;MUERTOS;2025;01.ENERO;2.MARTES;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;TRANSPORTE INDIVIDUAL;SI;21:00 A 23:59;18:00 A 23:59;HOMBRE;[20,25);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;CHOQUE;NORMAL;DESOBEDECER SEÑALES DE TRÁNSITO;POLITRAUMATISMO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ANTIOQUIA;COCORNA;MUERTOS;2022;02.FEBRERO;6.SÁBADO;MOTOCICLETA;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;URBANA;NO APLICA;NO;21:00 A 23:59;18:00 A 23:59;HOMBRE;[50,55);SIN INFORMACIÓN;SIN INFORMACIÓN;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
ATLANTICO;BARRANQUILLA;MUERTOS;2024;01.ENERO;7.DOMINGO;NO APLICA;NO APLICA;PEATÓN;PEATÓN;PEATÓN;URBANA;TRANSPORTE INDIVIDUAL;SI;-1;-1;HOMBRE;[60,65);SIN INFORMACIÓN;ACTIVIDADES RELACIONADAS CON LA ASISTENCIA A EVENTOS CULTURALES, DE ENTRETENIMIENTO Y/O DEPORTIVOS;CONTUNDENTE;ATROPELLO;NS / NR Ó SIN INFORMACIÓN;SIN INFORMACIÓN;TRAUMA CRANEANO;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
BOLIVAR;TALAIGUA NUEVO;MUERTOS;2026;03.MARZO;6.SÁBADO;OTRAS MOTOS;PARTICULAR;CONDUCTOR;USUARIO DE MOTO;USUARIO DE MOTO;RURAL;NO APLICA;NO;-1;-1;HOMBRE;[45,50);BUENO;ACTIVIDADES DE DESPLAZAMIENTO DE UN LUGAR A OTRO;CONTUNDENTE;VOLCAMIENTO;NORMAL;SIN INFORMACIÓN;TRAUMA ÁREA PÉLVICA;SI;VERSION PARCIAL AL ULTIMO MES CARGADO DEL AÑO EN CURSO;1
